Record,Time,Distance,Unfiltered Distance
170,8.5,0.3581,0.3581
171,8.55,0.3679,0.3679
172,8.6,0,0
173,8.65,0,0
174,8.7,0.3668,0.3668
175,8.75,0.3668,0.3668
176,8.8,0.3572,0.3572
177,8.85,0,0
178,8.9,0,0
179,8.95,0.377,0.377
180,9,0.3659,0.3659
181,9.05,0.3659,0.3659
182,9.1,0.3589,0.3589
183,9.15,0.3589,0.3589
184,9.2,0,0
185,9.25,0,0
186,9.3,0,0
187,9.35,0,0
188,9.4,0.3659,0.3659
189,9.45,0.3659,0.3659
190,9.5,0.3662,0.3662
191,9.55,0.3662,0.3662
192,9.6,0,0
193,9.65,0,0
194,9.7,0,0
195,9.75,0,0
196,9.8,0,0
197,9.85,0,0
198,9.9,0,0
199,9.95,0,0
200,10,0,0
201,10.05,0,0
202,10.1,0,0
203,10.15,0,0
204,10.2,0,0
205,10.25,0,0
206,10.3,0,0
207,10.35,0,0
208,10.4,0,0
209,10.45,0,0
210,10.5,0,0
211,10.55,0,0
212,10.6,0.3566,0.3566
213,10.65,0,0
214,10.7,0,0
215,10.75,0,0
216,10.8,0.3689,0.3689
217,10.85,0,0
218,10.9,0,0
219,10.95,0,0
220,11,0,0
221,11.05,0,0
222,11.1,0.3696,0.3696
223,11.15,0.3696,0.3696
224,11.2,0.3579,0.3579
225,11.25,0,0
226,11.3,0,0
227,11.35,0,0
228,11.4,0,0
229,11.45,0,0
230,11.5,0,0
231,11.55,0,0
232,11.6,0,0
233,11.65,0,0
234,11.7,0,0
235,11.75,0,0
236,11.8,0.3699,0.3699
237,11.85,0.3699,0.3699
238,11.9,0.3476,0.3476
239,11.95,0,0
240,12,0,0
241,12.05,0,0
242,12.1,0.3473,0.3473
243,12.15,0.3642,0.3642
244,12.2,0.3642,0.3642
245,12.25,0,0
246,12.3,0,0
247,12.35,0,0
248,12.4,0.3662,0.3662
249,12.45,0.3662,0.3662
250,12.5,0.365,0.365
251,12.55,0,0
252,12.6,0,0
253,12.65,0,0
254,12.7,0.3739,0.3739
255,12.75,0.3739,0.3739
256,12.8,0.3687,0.3687
257,12.85,0.3704,0.3704
258,12.9,0,0
259,12.95,0,0
260,13,0,0
261,13.05,0,0
262,13.1,0,0
263,13.15,0,0
264,13.2,0,0
265,13.25,0.3566,0.3566
266,13.3,0.365,0.365
267,13.35,0.365,0.365
268,13.4,0,0
269,13.45,0,0
270,13.5,0,0
271,13.55,0.3789,0.3789
272,13.6,0.3789,0.3789
273,13.65,0,0
274,13.7,0.3483,0.3483
275,13.75,0.3483,0.3483
276,13.8,0.3582,0.3582
277,13.85,0.3582,0.3582
278,13.9,0.364,0.364
279,13.95,0,0
280,14,0,0
281,14.05,0,0
282,14.1,0,0
283,14.15,0,0
284,14.2,0,0
285,14.25,0.3479,0.3479
286,14.3,0.3685,0.3685
287,14.35,0.3685,0.3685
288,14.4,0,0
289,14.45,0,0
290,14.5,0.3553,0.3553
291,14.55,0.3655,0.3655
292,14.6,0.3655,0.3655
293,14.65,0,0
294,14.7,0.3638,0.3638
295,14.75,0.3638,0.3638
296,14.8,0.3483,0.3483
297,14.85,0.3483,0.3483
298,14.9,0,0
299,14.95,0.3473,0.3473
300,15,0.3473,0.3473
301,15.05,0.3489,0.3489
302,15.1,0.3656,0.3656
303,15.15,0.3656,0.3656
304,15.2,0.3665,0.3665
305,15.25,0.3665,0.3665
306,15.3,0.3473,0.3473
307,15.35,0.3645,0.3645
308,15.4,0.3645,0.3645
309,15.45,0.3655,0.3655
310,15.5,0,0
311,15.55,0,0
312,15.6,0.3506,0.3506
313,15.65,0.3495,0.3495
314,15.7,0.3468,0.3468
315,15.75,0.3468,0.3468
316,15.8,0.3649,0.3649
317,15.85,0.3649,0.3649
318,15.9,0.3645,0.3645
319,15.95,0.3471,0.3471
320,16,0.3471,0.3471
321,16.05,0.3497,0.3497
322,16.1,0.3492,0.3492
323,16.15,0.3492,0.3492
324,16.2,0.3482,0.3482
325,16.25,0.3482,0.3482
326,16.3,0.3491,0.3491
327,16.35,0.3498,0.3498
328,16.4,0.3498,0.3498
329,16.45,0,0
330,16.5,0.349,0.349
331,16.55,0.349,0.349
332,16.6,0.3473,0.3473
333,16.65,0.3473,0.3473
334,16.7,0.3493,0.3493
335,16.75,0.3509,0.3509
336,16.8,0.3509,0.3509
337,16.85,0.3498,0.3498
338,16.9,0,0
339,16.95,0,0
340,17,0.3471,0.3471
341,17.05,0.3471,0.3471
342,17.1,0.3554,0.3554
343,17.15,0.3485,0.3485
344,17.2,0,0
345,17.25,0,0
346,17.3,0,0
347,17.35,0.3513,0.3513
348,17.4,0.3513,0.3513
349,17.45,0,0
350,17.5,0.3532,0.3532
351,17.55,0.3532,0.3532
352,17.6,0.3532,0.3532
353,17.65,0.3532,0.3532
354,17.7,0,0
355,17.75,0,0
356,17.8,0,0
357,17.85,0.3523,0.3523
358,17.9,0.3765,0.3765
359,17.95,0.3765,0.3765
360,18,0,0
361,18.05,0,0
362,18.1,0.3664,0.3664
363,18.15,0.364,0.364
364,18.2,0.364,0.364
365,18.25,0.3748,0.3748
366,18.3,0,0
367,18.35,0,0
368,18.4,0.375,0.375
369,18.45,0.375,0.375
370,18.5,0.3647,0.3647
371,18.55,0.3634,0.3634
372,18.6,0.3619,0.3619
373,18.65,0.3619,0.3619
374,18.7,0.3634,0.3634
375,18.75,0.3651,0.3651
376,18.8,0.3651,0.3651
377,18.85,0,0
378,18.9,0,0
379,18.95,0,0
380,19,0,0
381,19.05,0,0
382,19.1,0,0
383,19.15,0.3641,0.3641
384,19.2,0.3641,0.3641
385,19.25,0.3584,0.3584
386,19.3,0,0
387,19.35,0,0
388,19.4,0,0
389,19.45,0,0
390,19.5,0.3579,0.3579
391,19.55,0.3648,0.3648
392,19.6,0.3515,0.3515
393,19.65,0.3515,0.3515
394,19.7,0,0
395,19.75,0.3604,0.3604
396,19.8,0.3604,0.3604
397,19.85,0.3512,0.3512
398,19.9,0.351,0.351
399,19.95,0.351,0.351
400,20,0.3503,0.3503
401,20.05,0.3506,0.3506
402,20.1,0.3506,0.3506
403,20.15,0.3733,0.3733
404,20.2,0.3506,0.3506
405,20.25,0.3506,0.3506
406,20.3,0.3474,0.3474
407,20.35,0.3474,0.3474
408,20.4,0.3503,0.3503
409,20.45,0.3505,0.3505
410,20.5,0.3505,0.3505
411,20.55,0.348,0.348
412,20.6,0.3487,0.3487
413,20.65,0.3487,0.3487
414,20.7,0.3506,0.3506
415,20.75,0.3496,0.3496
416,20.8,0.3496,0.3496
417,20.85,0.3495,0.3495
418,20.9,0.3497,0.3497
419,20.95,0.3497,0.3497
420,21,0.3506,0.3506
421,21.05,0.3506,0.3506
422,21.1,0.3497,0.3497
423,21.15,0.3492,0.3492
424,21.2,0.3492,0.3492
425,21.25,0.3487,0.3487
426,21.3,0.3501,0.3501
427,21.35,0.3501,0.3501
428,21.4,0.3484,0.3484
429,21.45,0.3484,0.3484
430,21.5,0.3491,0.3491
431,21.55,0.3499,0.3499
432,21.6,0.3499,0.3499
433,21.65,0.3497,0.3497
434,21.7,0.351,0.351
435,21.75,0.351,0.351
436,21.8,0,0
437,21.85,0,0
438,21.9,0.3491,0.3491
439,21.95,0.3492,0.3492
440,22,0.3492,0.3492
441,22.05,0.3526,0.3526
442,22.1,0.3495,0.3495
443,22.15,0.3494,0.3494
444,22.2,0.346,0.346
445,22.25,0.346,0.346
446,22.3,0.3501,0.3501
447,22.35,0.3501,0.3501
448,22.4,0,0
449,22.45,0.3645,0.3645
450,22.5,0.3645,0.3645
451,22.55,0,0
452,22.6,0.365,0.365
453,22.65,0.365,0.365
454,22.7,0.3604,0.3604
455,22.75,0.3604,0.3604
456,22.8,0.3495,0.3495
457,22.85,0,0
458,22.9,0.3791,0.3791
459,22.95,0.3791,0.3791
460,23,0.3668,0.3668
461,23.05,0,0
462,23.1,0,0
463,23.15,0,0
464,23.2,0.3603,0.3603
465,23.25,0.3603,0.3603
466,23.3,0.3534,0.3534
467,23.35,0.3534,0.3534
468,23.4,0,0
469,23.45,0.3505,0.3505
470,23.5,0.3505,0.3505
471,23.55,0.3655,0.3655
472,23.6,0.3522,0.3522
473,23.65,0.3522,0.3522
474,23.7,0.3657,0.3657
475,23.75,0.3657,0.3657
476,23.8,0,0
477,23.85,0.3594,0.3594
478,23.9,0.3594,0.3594
479,23.95,0.3548,0.3548
480,24,0,0
481,24.05,0,0
482,24.1,0.3503,0.3503
483,24.15,0.3503,0.3503
484,24.2,0.3512,0.3512
485,24.25,0,0
486,24.3,0.3547,0.3547
487,24.35,0.3606,0.3606
488,24.4,0.3606,0.3606
489,24.45,0.3595,0.3595
490,24.5,0,0
491,24.55,0,0
492,24.6,0.3454,0.3454
493,24.65,0.3454,0.3454
494,24.7,0.3638,0.3638
495,24.75,0.3721,0.3721
496,24.8,0.3721,0.3721
497,24.85,0.3483,0.3483
498,24.9,0.3528,0.3528
499,24.95,0.3528,0.3528
500,25,0,0
501,25.05,0.3545,0.3545
502,25.1,0.3494,0.3494
503,25.15,0.3494,0.3494
504,25.2,0.3543,0.3543
505,25.25,0.3543,0.3543
506,25.3,0.3483,0.3483
507,25.35,0.3441,0.3441
508,25.4,0.3441,0.3441
509,25.45,0.352,0.352
510,25.5,0.3447,0.3447
511,25.55,0.3447,0.3447
512,25.6,0.3477,0.3477
513,25.65,0.3477,0.3477
514,25.7,0,0
515,25.75,0.3575,0.3575
516,25.8,0.3575,0.3575
517,25.85,0.3552,0.3552
518,25.9,0.3541,0.3541
519,25.95,0.3541,0.3541
520,26,0.345,0.345
521,26.05,0.345,0.345
522,26.1,0.3462,0.3462
523,26.15,0.3453,0.3453
524,26.2,0.3453,0.3453
525,26.25,0.3448,0.3448
526,26.3,0.3503,0.3503
527,26.35,0.3503,0.3503
528,26.4,0.3552,0.3552
529,26.45,0.351,0.351
530,26.5,0,0
531,26.55,0,0
532,26.6,0.3482,0.3482
533,26.65,0.3482,0.3482
534,26.7,0,0
535,26.75,0.3495,0.3495
536,26.8,0.3495,0.3495
537,26.85,0,0
538,26.9,0.3497,0.3497
539,26.95,0.3497,0.3497
540,27,0.3503,0.3503
541,27.05,0.3503,0.3503
542,27.1,0.3511,0.3511
543,27.15,0,0
544,27.2,0,0
545,27.25,0,0
546,27.3,0.3491,0.3491
547,27.35,0.3491,0.3491
548,27.4,0.348,0.348
549,27.45,0.348,0.348
550,27.5,0.3479,0.3479
551,27.55,0.3563,0.3563
552,27.6,0.3563,0.3563
553,27.65,0.3549,0.3549
554,27.7,0.3509,0.3509
555,27.75,0.3509,0.3509
556,27.8,0.3473,0.3473
557,27.85,0.352,0.352
558,27.9,0.352,0.352
559,27.95,0.3491,0.3491
560,28,0.3499,0.3499
561,28.05,0.3499,0.3499
562,28.1,0.3457,0.3457
563,28.15,0.3457,0.3457
564,28.2,0.3485,0.3485
565,28.25,0.3447,0.3447
566,28.3,0.3447,0.3447
567,28.35,0.3462,0.3462
568,28.4,0,0
569,28.45,0,0
570,28.5,0.3444,0.3444
571,28.55,0.3486,0.3486
572,28.6,0.3486,0.3486
573,28.65,0.3448,0.3448
574,28.7,0.3426,0.3426
575,28.75,0.3426,0.3426
576,28.8,0.3455,0.3455
577,28.85,0.3455,0.3455
578,28.9,0,0
579,28.95,0,0
580,29,0,0
581,29.05,0.3432,0.3432
582,29.1,0.3442,0.3442
583,29.15,0.3442,0.3442
584,29.2,0.3442,0.3442
585,29.25,0.3442,0.3442
586,29.3,0,0
587,29.35,0.3421,0.3421
588,29.4,0.3421,0.3421
589,29.45,0.3446,0.3446
590,29.5,0.3451,0.3451
591,29.55,0.3451,0.3451
592,29.6,0.347,0.347
593,29.65,0.343,0.343
594,29.7,0.343,0.343
595,29.75,0.3431,0.3431
596,29.8,0.343,0.343
597,29.85,0.343,0.343
598,29.9,0.3414,0.3414
599,29.95,0.3414,0.3414
600,30,0.3423,0.3423
601,30.05,0.3444,0.3444
602,30.1,0.3444,0.3444
603,30.15,0.3404,0.3404
604,30.2,0.3418,0.3418
605,30.25,0.3418,0.3418
606,30.3,0.3418,0.3418
607,30.35,0.3418,0.3418
608,30.4,0.348,0.348
609,30.45,0.342,0.342
610,30.5,0.342,0.342
611,30.55,0.3427,0.3427
612,30.6,0.3471,0.3471
613,30.65,0.3471,0.3471
614,30.7,0.3404,0.3404
615,30.75,0.34,0.34
616,30.8,0.3448,0.3448
617,30.85,0.3448,0.3448
618,30.9,0.3401,0.3401
619,30.95,0.3426,0.3426
620,31,0.3426,0.3426
621,31.05,0,0
622,31.1,0.3399,0.3399
623,31.15,0.3399,0.3399
624,31.2,0.3404,0.3404
625,31.25,0.3404,0.3404
626,31.3,0.344,0.344
627,31.35,0.3394,0.3394
628,31.4,0.3394,0.3394
629,31.45,0.3491,0.3491
630,31.5,0.3455,0.3455
631,31.55,0.3455,0.3455
632,31.6,0.3418,0.3418
633,31.65,0.3418,0.3418
634,31.7,0.3422,0.3422
635,31.75,0.3424,0.3424
636,31.8,0.3424,0.3424
637,31.85,0,0
638,31.9,0.3369,0.3369
639,31.95,0.3369,0.3369
640,32,0.3434,0.3434
641,32.05,0.3436,0.3436
642,32.1,0,0
643,32.15,0,0
644,32.2,0.3431,0.3431
645,32.25,0.3431,0.3431
646,32.3,0.3369,0.3369
647,32.35,0.3389,0.3389
648,32.4,0.3389,0.3389
649,32.45,0.3398,0.3398
650,32.5,0.3406,0.3406
651,32.55,0.3406,0.3406
652,32.6,0.3431,0.3431
653,32.65,0.3431,0.3431
654,32.7,0.341,0.341
655,32.75,0.3388,0.3388
656,32.8,0.3388,0.3388
657,32.85,0.3424,0.3424
658,32.9,0.3385,0.3385
659,32.95,0.3385,0.3385
660,33,0.3376,0.3376
661,33.05,0.3382,0.3382
662,33.1,0.3356,0.3356
663,33.15,0.3356,0.3356
664,33.2,0.3407,0.3407
665,33.25,0.3407,0.3407
666,33.3,0,0
667,33.35,0.3387,0.3387
668,33.4,0.3387,0.3387
669,33.45,0.3382,0.3382
670,33.5,0.339,0.339
671,33.55,0.339,0.339
672,33.6,0.346,0.346
673,33.65,0.346,0.346
674,33.7,0.336,0.336
675,33.75,0.339,0.339
676,33.8,0.339,0.339
677,33.85,0.3356,0.3356
678,33.9,0,0
679,33.95,0,0
680,34,0.3385,0.3385
681,34.05,0.3385,0.3385
682,34.1,0,0
683,34.15,0.337,0.337
684,34.2,0.337,0.337
685,34.25,0.336,0.336
686,34.3,0.3369,0.3369
687,34.35,0.3369,0.3369
688,34.4,0.3375,0.3375
689,34.45,0.3366,0.3366
690,34.5,0,0
691,34.55,0,0
692,34.6,0.3372,0.3372
693,34.65,0.3372,0.3372
694,34.7,0.3369,0.3369
695,34.75,0.3371,0.3371
696,34.8,0.3371,0.3371
697,34.85,0.3405,0.3405
698,34.9,0.337,0.337
699,34.95,0.337,0.337
700,35,0,0
701,35.05,0,0
702,35.1,0.3369,0.3369
703,35.15,0.3337,0.3337
704,35.2,0.3337,0.3337
705,35.25,0.3412,0.3412
706,35.3,0.337,0.337
707,35.35,0.337,0.337
708,35.4,0.336,0.336
709,35.45,0.336,0.336
710,35.5,0.3363,0.3363
711,35.55,0.3363,0.3363
712,35.6,0.3373,0.3373
713,35.65,0,0
714,35.7,0,0
715,35.75,0.3373,0.3373
716,35.8,0.3367,0.3367
717,35.85,0.3367,0.3367
718,35.9,0.3359,0.3359
719,35.95,0.3359,0.3359
720,36,0.335,0.335
721,36.05,0.3398,0.3398
722,36.1,0.3398,0.3398
723,36.15,0.3387,0.3387
724,36.2,0,0
725,36.25,0,0
726,36.3,0.337,0.337
727,36.35,0.337,0.337
728,36.4,0.3428,0.3428
729,36.45,0.3361,0.3361
730,36.5,0.3361,0.3361
731,36.55,0.3342,0.3342
732,36.6,0,0
733,36.65,0,0
734,36.7,0.3365,0.3365
735,36.75,0,0
736,36.8,0,0
737,36.85,0.3374,0.3374
738,36.9,0.3345,0.3345
739,36.95,0.3345,0.3345
740,37,0.3351,0.3351
741,37.05,0.3351,0.3351
742,37.1,0.3363,0.3363
743,37.15,0.3376,0.3376
744,37.2,0.3376,0.3376
745,37.25,0.3348,0.3348
746,37.3,0.3343,0.3343
747,37.35,0.3343,0.3343
748,37.4,0.3372,0.3372
749,37.45,0.335,0.335
750,37.5,0.335,0.335
751,37.55,0.3388,0.3388
752,37.6,0.3342,0.3342
753,37.65,0.3342,0.3342
754,37.7,0.3371,0.3371
755,37.75,0.3371,0.3371
756,37.8,0.3341,0.3341
757,37.85,0.335,0.335
758,37.9,0.335,0.335
759,37.95,0.3416,0.3416
760,38,0.3382,0.3382
761,38.05,0.3382,0.3382
762,38.1,0.3328,0.3328
763,38.15,0.3328,0.3328
764,38.2,0.3349,0.3349
765,38.25,0.3338,0.3338
766,38.3,0.3366,0.3366
767,38.35,0.3366,0.3366
768,38.4,0.3334,0.3334
769,38.45,0.334,0.334
770,38.5,0.334,0.334
771,38.55,0.3367,0.3367
772,38.6,0.3329,0.3329
773,38.65,0.3329,0.3329
774,38.7,0.3338,0.3338
775,38.75,0.3338,0.3338
776,38.8,0.3399,0.3399
777,38.85,0.3347,0.3347
778,38.9,0.3347,0.3347
779,38.95,0.335,0.335
780,39,0.3343,0.3343
781,39.05,0.3343,0.3343
782,39.1,0.3452,0.3452
783,39.15,0.3452,0.3452
784,39.2,0.3364,0.3364
785,39.25,0.3418,0.3418
786,39.3,0.3439,0.3439
787,39.35,0.3439,0.3439
788,39.4,0.3356,0.3356
789,39.45,0.3327,0.3327
790,39.5,0.3327,0.3327
791,39.55,0.3356,0.3356
792,39.6,0.3365,0.3365
793,39.65,0.3365,0.3365
794,39.7,0.3332,0.3332
795,39.75,0.3332,0.3332
796,39.8,0.3325,0.3325
797,39.85,0.3384,0.3384
798,39.9,0.3384,0.3384
799,39.95,0.3385,0.3385
800,40,0.3332,0.3332
801,40.05,0.3332,0.3332
802,40.1,0.3347,0.3347
803,40.15,0.3347,0.3347
804,40.2,0.3365,0.3365
805,40.25,0.3321,0.3321
806,40.3,0.3321,0.3321
807,40.35,0.3336,0.3336
808,40.4,0.3347,0.3347
809,40.45,0.3347,0.3347
810,40.5,0.3327,0.3327
811,40.55,0.3327,0.3327
812,40.6,0.3317,0.3317
813,40.65,0.3325,0.3325
814,40.7,0.3325,0.3325
815,40.75,0.3354,0.3354
816,40.8,0.3329,0.3329
817,40.85,0.3329,0.3329
818,40.9,0.3349,0.3349
819,40.95,0.3326,0.3326
820,41,0.3326,0.3326
821,41.05,0.3382,0.3382
822,41.1,0.3353,0.3353
823,41.15,0.3353,0.3353
824,41.2,0.3324,0.3324
825,41.25,0.3324,0.3324
826,41.3,0.3369,0.3369
827,41.35,0.3332,0.3332
828,41.4,0.3332,0.3332
829,41.45,0,0
830,41.5,0.3357,0.3357
831,41.55,0.3357,0.3357
832,41.6,0.3332,0.3332
833,41.65,0.3332,0.3332
834,41.7,0.333,0.333
835,41.75,0.3331,0.3331
836,41.8,0.3331,0.3331
837,41.85,0.3348,0.3348
838,41.9,0.3321,0.3321
839,41.95,0.3321,0.3321
840,42,0.3336,0.3336
841,42.05,0.3336,0.3336
842,42.1,0.3333,0.3333
843,42.15,0.3336,0.3336
844,42.2,0.3336,0.3336
845,42.25,0.3325,0.3325
846,42.3,0.3317,0.3317
847,42.35,0.3317,0.3317
848,42.4,0.3327,0.3327
849,42.45,0.3327,0.3327
850,42.5,0,0
851,42.55,0.334,0.334
852,42.6,0.3326,0.3326
853,42.65,0.3326,0.3326
854,42.7,0.3314,0.3314
855,42.75,0.3332,0.3332
856,42.8,0.3332,0.3332
857,42.85,0.3315,0.3315
858,42.9,0.3294,0.3294
859,42.95,0.3294,0.3294
860,43,0.3318,0.3318
861,43.05,0.3318,0.3318
862,43.1,0.3322,0.3322
863,43.15,0,0
864,43.2,0,0
865,43.25,0.3323,0.3323
866,43.3,0.3344,0.3344
867,43.35,0.3344,0.3344
868,43.4,0.3326,0.3326
869,43.45,0.3326,0.3326
870,43.5,0.3343,0.3343
871,43.55,0.3357,0.3357
872,43.6,0.3357,0.3357
873,43.65,0.3308,0.3308
874,43.7,0.3334,0.3334
875,43.75,0.3334,0.3334
876,43.8,0.3321,0.3321
877,43.85,0.3321,0.3321
878,43.9,0.3324,0.3324
879,43.95,0.3313,0.3313
880,44,0.3313,0.3313
881,44.05,0.3315,0.3315
882,44.1,0.3324,0.3324
883,44.15,0.332,0.332
884,44.2,0.332,0.332
885,44.25,0.3328,0.3328
886,44.3,0.3319,0.3319
887,44.35,0.3319,0.3319
888,44.4,0.3356,0.3356
889,44.45,0.3356,0.3356
890,44.5,0.3363,0.3363
891,44.55,0.331,0.331
892,44.6,0.331,0.331
893,44.65,0,0
894,44.7,0.3335,0.3335
895,44.75,0.3335,0.3335
896,44.8,0.3315,0.3315
897,44.85,0.3315,0.3315
898,44.9,0.3324,0.3324
899,44.95,0.3335,0.3335
900,45,0.3335,0.3335
901,45.05,0.3336,0.3336
902,45.1,0.3308,0.3308
903,45.15,0.3308,0.3308
904,45.2,0.3305,0.3305
905,45.25,0.3305,0.3305
906,45.3,0.3316,0.3316
907,45.35,0.3333,0.3333
908,45.4,0.3316,0.3316
909,45.45,0.3316,0.3316
910,45.5,0.3349,0.3349
911,45.55,0.332,0.332
912,45.6,0.332,0.332
913,45.65,0.3324,0.3324
914,45.7,0.3341,0.3341
915,45.75,0.3341,0.3341
916,45.8,0.332,0.332
917,45.85,0.332,0.332
918,45.9,0.3337,0.3337
919,45.95,0.3371,0.3371
920,46,0.3371,0.3371
921,46.05,0.3321,0.3321
922,46.1,0.333,0.333
923,46.15,0.333,0.333
924,46.2,0.3318,0.3318
925,46.25,0.3321,0.3321
926,46.3,0.3307,0.3307
927,46.35,0.3307,0.3307
928,46.4,0.333,0.333
929,46.45,0.3343,0.3343
930,46.5,0.3343,0.3343
931,46.55,0.3317,0.3317
932,46.6,0.332,0.332
933,46.65,0.332,0.332
934,46.7,0.3308,0.3308
935,46.75,0.3308,0.3308
936,46.8,0.3326,0.3326
937,46.85,0.3304,0.3304
938,46.9,0.3304,0.3304
939,46.95,0.3307,0.3307
940,47,0.3341,0.3341
941,47.05,0.3341,0.3341
942,47.1,0.3378,0.3378
943,47.15,0.3378,0.3378
944,47.2,0.332,0.332
945,47.25,0.334,0.334
946,47.3,0.334,0.334
947,47.35,0.3314,0.3314
948,47.4,0.3341,0.3341
949,47.45,0.3341,0.3341
950,47.5,0.3353,0.3353
951,47.55,0.3353,0.3353
952,47.6,0.3314,0.3314
953,47.65,0.3326,0.3326
954,47.7,0.3326,0.3326
955,47.75,0.3319,0.3319
956,47.8,0.334,0.334
957,47.85,0.334,0.334
958,47.9,0.3341,0.3341
959,47.95,0.3333,0.3333
960,48,0.3333,0.3333
961,48.05,0.3374,0.3374
962,48.1,0.331,0.331
963,48.15,0.331,0.331
964,48.2,0.3308,0.3308
965,48.25,0.3308,0.3308
966,48.3,0.3314,0.3314
967,48.35,0,0
968,48.4,0,0
969,48.45,0.3319,0.3319
970,48.5,0.3332,0.3332
971,48.55,0.3332,0.3332
972,48.6,0.3314,0.3314
973,48.65,0.3314,0.3314
974,48.7,0.331,0.331
975,48.75,0.3362,0.3362
976,48.8,0.3362,0.3362
977,48.85,0.3293,0.3293
978,48.9,0.3334,0.3334
979,48.95,0.3334,0.3334
980,49,0.3304,0.3304
981,49.05,0.3326,0.3326
982,49.1,0.3326,0.3326
983,49.15,0.3321,0.3321
984,49.2,0,0
985,49.25,0,0
986,49.3,0.3316,0.3316
987,49.35,0.3301,0.3301
988,49.4,0.3301,0.3301
989,49.45,0.3295,0.3295
990,49.5,0.331,0.331
991,49.55,0.331,0.331
992,49.6,0.3328,0.3328
993,49.65,0.3328,0.3328
994,49.7,0.3325,0.3325
995,49.75,0.3336,0.3336
996,49.8,0.3336,0.3336
997,49.85,0.3314,0.3314
998,49.9,0.3315,0.3315
999,49.95,0.3315,0.3315
1000,50,0.334,0.334
1001,50.05,0.334,0.334
1002,50.1,0.3358,0.3358
1003,50.15,0.332,0.332
1004,50.2,0.332,0.332
1005,50.25,0.3311,0.3311
1006,50.3,0.3291,0.3291
1007,50.35,0.3291,0.3291
